Plot Title: 17#,,,,,,
#,"Date Time, GMT+08:00","Water Content, m?/m? (20)","Water Content, m?/m? (40)","Water Content, m?/m? (60)","Water Content, m?/m? (80)","Water Content, m?/m? (100)"
171,04/21/13 20时15分25秒,2.5722,0.1412,0.1572,0.0853,0.1078
172,04/21/13 20时25分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
173,04/21/13 20时35分25秒,2.5722,0.1412,0.1579,0.0845,0.1085
174,04/21/13 20时45分25秒,2.5722,0.1419,0.1572,0.0845,0.1071
175,04/21/13 20时55分25秒,2.5722,0.1412,0.1572,0.0838,0.1085
176,04/21/13 21时05分25秒,2.5722,0.1412,0.1572,0.0838,0.1071
177,04/21/13 21时15分25秒,2.5722,0.1419,0.1579,0.0845,0.1071
178,04/21/13 21时25分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
179,04/21/13 21时35分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
180,04/21/13 21时45分25秒,2.5722,0.1412,0.1579,0.0845,0.1071
181,04/21/13 21时55分25秒,2.5722,0.1419,0.1572,0.086,0.1078
182,04/21/13 22时05分25秒,2.5722,0.1419,0.1579,0.086,0.1071
183,04/21/13 22时15分25秒,2.5722,0.1419,0.1579,0.0853,0.1071
184,04/21/13 22时25分25秒,2.5722,0.1419,0.1579,0.0853,0.1078
185,04/21/13 22时35分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
186,04/21/13 22时45分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
187,04/21/13 22时55分25秒,2.5722,0.1419,0.1572,0.0853,0.1071
188,04/21/13 23时05分25秒,2.5722,0.1419,0.1564,0.0853,0.1078
189,04/21/13 23时15分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
190,04/21/13 23时25分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
191,04/21/13 23时35分25秒,2.5722,0.1419,0.1572,0.0853,0.1071
192,04/21/13 23时45分25秒,2.5722,0.1419,0.1572,0.0853,0.1071
193,04/21/13 23时55分25秒,2.5722,0.1419,0.1572,0.0845,0.1071
194,04/22/13 00时05分25秒,2.5722,0.1419,0.1564,0.0853,0.1071
195,04/22/13 00时15分25秒,2.5722,0.1419,0.1572,0.086,0.1071
196,04/22/13 00时25分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
197,04/22/13 00时35分25秒,2.5722,0.1419,0.1564,0.0853,0.1078
198,04/22/13 00时45分25秒,2.5722,0.1419,0.1572,0.0853,0.1071
199,04/22/13 00时55分25秒,2.5722,0.1419,0.1572,0.0853,0.1078
200,04/22/13 01时05分25秒,2.5722,0.1419,0.1572,0.0845,0.1071
201,04/22/13 01时15分25秒,2.5722,0.1419,0.1572,0.0853,0.1078
202,04/22/13 01时25分25秒,2.5722,0.1419,0.1572,0.0853,0.1078
203,04/22/13 01时35分25秒,2.5722,0.1419,0.1572,0.0853,0.1071
204,04/22/13 01时45分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
205,04/22/13 01时55分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
206,04/22/13 02时05分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
207,04/22/13 02时15分25秒,2.5722,0.1419,0.1564,0.0845,0.1078
208,04/22/13 02时25分25秒,2.5722,0.1419,0.1572,0.0853,0.1078
209,04/22/13 02时35分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
210,04/22/13 02时45分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
211,04/22/13 02时55分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
212,04/22/13 03时05分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
213,04/22/13 03时15分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
214,04/22/13 03时25分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
215,04/22/13 03时35分25秒,2.5722,0.1419,0.1564,0.0853,0.1078
216,04/22/13 03时45分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
217,04/22/13 03时55分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
218,04/22/13 04时05分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
219,04/22/13 04时15分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
220,04/22/13 04时25分25秒,2.5722,0.1419,0.1564,0.0845,0.1078
221,04/22/13 04时35分25秒,2.5722,0.1419,0.1572,0.0853,0.1078
222,04/22/13 04时45分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
223,04/22/13 04时55分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
224,04/22/13 05时05分25秒,2.5722,0.1419,0.1579,0.0838,0.1078
225,04/22/13 05时15分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
226,04/22/13 05时25分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
227,04/22/13 05时35分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
228,04/22/13 05时45分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
229,04/22/13 05时55分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
230,04/22/13 06时05分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
231,04/22/13 06时15分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
232,04/22/13 06时25分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
233,04/22/13 06时35分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
234,04/22/13 06时45分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
235,04/22/13 06时55分25秒,2.5722,0.1419,0.1579,0.0845,0.1078
236,04/22/13 07时05分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
237,04/22/13 07时15分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
238,04/22/13 07时25分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
239,04/22/13 07时35分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
240,04/22/13 07时45分25秒,2.5722,0.1412,0.1579,0.0845,0.1078
241,04/22/13 07时55分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
242,04/22/13 08时05分25秒,2.5722,0.1419,0.1564,0.0845,0.1078
243,04/22/13 08时15分25秒,2.5722,0.1419,0.1572,0.0838,0.1071
244,04/22/13 08时25分25秒,2.5722,0.1419,0.1564,0.0845,0.1071
245,04/22/13 08时35分25秒,2.5722,0.1419,0.1564,0.0838,0.1071
246,04/22/13 08时45分25秒,2.5722,0.1419,0.1579,0.0838,0.1078
247,04/22/13 08时55分25秒,2.5722,0.1412,0.1572,0.0845,0.1071
248,04/22/13 09时05分25秒,2.5722,0.1419,0.1572,0.0838,0.1071
249,04/22/13 09时15分25秒,2.5722,0.1419,0.1579,0.0838,0.1078
250,04/22/13 09时25分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
251,04/22/13 09时35分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
252,04/22/13 09时45分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
253,04/22/13 09时55分25秒,2.5722,0.1412,0.1572,0.0838,0.1078
254,04/22/13 10时05分25秒,2.5722,0.1419,0.1579,0.0838,0.1071
255,04/22/13 10时15分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
256,04/22/13 10时25分25秒,2.5722,0.1419,0.1579,0.0838,0.1085
257,04/22/13 10时35分25秒,2.5722,0.1419,0.1572,0.0838,0.1078
258,04/22/13 10时45分25秒,2.5722,0.1419,0.1564,0.0838,0.1085
259,04/22/13 10时55分25秒,2.5722,0.1419,0.1579,0.0853,0.1085
260,04/22/13 11时05分25秒,2.5722,0.1419,0.1572,0.0845,0.1078
261,04/22/13 11时15分25秒,2.5722,0.1419,0.1572,0.0853,0.1085
262,04/22/13 11时25分25秒,2.5722,0.1419,0.1572,0.0845,0.1085
263,04/22/13 11时35分25秒,2.5722,0.1419,0.1579,0.0853,0.1085
264,04/22/13 11时45分25秒,2.5722,0.1419,0.1572,0.0845,0.1085
265,04/22/13 11时55分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
266,04/22/13 12时05分25秒,2.5722,0.1412,0.1572,0.0853,0.1078
267,04/22/13 12时15分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
268,04/22/13 12时25分25秒,2.5722,0.1412,0.1579,0.086,0.1085
269,04/22/13 12时35分25秒,2.5722,0.1412,0.1579,0.0853,0.1085
270,04/22/13 12时45分25秒,2.5722,0.1412,0.1579,0.0853,0.1085
271,04/22/13 12时55分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
272,04/22/13 13时05分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
273,04/22/13 13时15分25秒,2.5722,0.1412,0.1579,0.0853,0.1085
274,04/22/13 13时25分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
275,04/22/13 13时35分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
276,04/22/13 13时45分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
277,04/22/13 13时55分25秒,2.5722,0.1419,0.1572,0.0845,0.1085
278,04/22/13 14时05分25秒,2.5722,0.1412,0.1579,0.0853,0.1085
279,04/22/13 14时15分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
280,04/22/13 14时25分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
281,04/22/13 14时35分25秒,2.5722,0.1412,0.1572,0.0845,0.1085
282,04/22/13 14时45分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
283,04/22/13 14时55分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
284,04/22/13 15时05分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
285,04/22/13 15时15分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
286,04/22/13 15时25分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
287,04/22/13 15时35分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
288,04/22/13 15时45分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
289,04/22/13 15时55分25秒,2.5722,0.1419,0.1572,0.0853,0.1085
290,04/22/13 16时05分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
291,04/22/13 16时15分25秒,2.5722,0.1412,0.1572,0.0853,0.1078
292,04/22/13 16时25分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
293,04/22/13 16时35分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
294,04/22/13 16时45分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
295,04/22/13 16时55分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
296,04/22/13 17时05分25秒,2.5722,0.1412,0.1579,0.0853,0.1085
297,04/22/13 17时15分25秒,2.5722,0.1412,0.1579,0.0853,0.1085
298,04/22/13 17时25分25秒,2.5722,0.1412,0.1572,0.0853,0.1085
299,04/22/13 17时35分25秒,2.5722,0.1419,0.1572,0.0853,0.1085
300,04/22/13 17时45分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
301,04/22/13 17时55分25秒,2.5722,0.1419,0.1572,0.0853,0.1078
302,04/22/13 18时05分25秒,2.5722,0.1412,0.1564,0.0845,0.1078
303,04/22/13 18时15分25秒,2.5722,0.1412,0.1564,0.0845,0.1078
304,04/22/13 18时25分25秒,2.5722,0.1412,0.1564,0.0838,0.1078
305,04/22/13 18时35分25秒,2.5722,0.1412,0.1579,0.0853,0.1085
306,04/22/13 18时45分25秒,2.5722,0.1412,0.1572,0.0845,0.1085
307,04/22/13 18时55分25秒,2.5722,0.1419,0.1579,0.0853,0.1078
308,04/22/13 19时05分25秒,2.5722,0.1419,0.1579,0.0838,0.1085
309,04/22/13 19时15分25秒,2.5722,0.1419,0.1579,0.0838,0.1078
310,04/22/13 19时25分25秒,2.5722,0.1412,0.1572,0.0838,0.1078
311,04/22/13 19时35分25秒,2.5722,0.1412,0.1572,0.0838,0.1071
312,04/22/13 19时45分25秒,2.5722,0.1412,0.1564,0.0845,0.1071
313,04/22/13 19时55分25秒,2.5722,0.1412,0.1564,0.0838,0.1071
314,04/22/13 20时05分25秒,2.5722,0.1412,0.1564,0.0838,0.1071
315,04/22/13 20时15分25秒,2.5722,0.1412,0.1564,0.0838,0.1078
316,04/22/13 20时25分25秒,2.5722,0.1412,0.1564,0.0845,0.1078
317,04/22/13 20时35分25秒,2.5722,0.1412,0.1564,0.0845,0.1078
318,04/22/13 20时45分25秒,2.5722,0.1412,0.1564,0.0845,0.1078
319,04/22/13 20时55分25秒,2.5722,0.1412,0.1579,0.0838,0.1071
320,04/22/13 21时05分25秒,2.5722,0.1412,0.1572,0.0845,0.1085
321,04/22/13 21时15分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
322,04/22/13 21时25分25秒,2.5722,0.1419,0.1572,0.0845,0.1085
323,04/22/13 21时35分25秒,2.5722,0.1419,0.1572,0.0845,0.1085
324,04/22/13 21时45分25秒,2.5722,0.1419,0.1572,0.0845,0.1085
325,04/22/13 21时55分25秒,2.5722,0.1412,0.1572,0.0845,0.1071
326,04/22/13 22时05分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
327,04/22/13 22时15分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
328,04/22/13 22时25分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
329,04/22/13 22时35分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
330,04/22/13 22时45分25秒,2.5722,0.1412,0.1572,0.0838,0.1071
331,04/22/13 22时55分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
332,04/22/13 23时05分25秒,2.5722,0.1419,0.1572,0.0845,0.1085
333,04/22/13 23时15分25秒,2.5722,0.1412,0.1572,0.0838,0.1071
334,04/22/13 23时25分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
335,04/22/13 23时35分25秒,2.5722,0.1412,0.1572,0.0845,0.1078
336,04/22/13 23时45分25秒,2.5722,0.1412,0.1564,0.0845,0.1071
